,title,author,description,actual_price,prev_price,pages,year,language,publisher,image
121,Boulevard Llibre 1,"Salvador, Flor M.","Descripción



Qui va dir que després de la tempesta surt el sol quan hi pot haver un llampec? Luke Holwand, ple de problemes i sumit en una desesperació profunda, i Hasley Weigel, tan despistada com optimista, no s'ajusten al prototip de parella perfecta. Com si cadascun d'ells fos un cel diferent, l'un és tempesta, i l'altra, un dia assolellat. Ell és foscor. Ella, un raig de sol. No obstant això, junts decideixen posar nom a allò que havien creat: un bulevard tenyit de tons grisencs, celestes i blaus elèctrics que es prepara per a la tempesta. Una història d'amor tan única que et marcarà per sempre.

Ver más
Ver menos","17,05€","17,95€",360,2022,Catalán,Montena,https://www.abacus.coop/dw/image/v2/BDLM_PRD/on/demandware.static/-/Sites-AbacusMaster/default/dwb8553f84/images/large/1389871.95.jpg?sw=740
122,Trilogia Foc 3. Ciutats de Foc,"Marcús, Joana","Descripción



Traïció. Aliança. Amor. Amistat. Dolor. I mort. Finalment, l'Alice s'ha retrobat amb els seus amics. Malgrat això, la lluita tot just acaba de començar i el perill assetja més que mai. En un món que està a punt d'esfondrar-se, l'Alice sap que les decisions que prengui seran crucials per al destí de tots. Quan sembla que ja no et queda res, fins on series capaç d'arribar per la teva gent?

Ver más
Ver menos","17,05€","17,95€",592,2022,Catalán,Fanbooks,https://www.abacus.coop/dw/image/v2/BDLM_PRD/on/demandware.static/-/Sites-AbacusMaster/default/dw819c156f/images/large/1405268.89.jpg?sw=740
123,Fills d'Èodhum 3. La fletxa blava,"Tarrés Rodrigo, Roger","Descripción



Descobreix l'esperat desenllaç de la saga Fills d'Èodhum!Després d'escapar-se d'en Yúrum i la Xàrliah al mar Albat, en Yàgon i en Merkor s'apropen a Hímdor i l'Àstrid arriba a Àdwish. Separats i amb l'objectiu de defensar-se de l'amenaça verda d'Índrim, buscaran els poders d'Ashúram i les armes llegendàries que els falten. Amb la intenció d'aturar l'odi que, en una era passada, els fills d'Èodhum van escampar pels sis territoris, hauran de lluitar a la gran batalla que s'aproxima.

Ver más
Ver menos","18,00€","18,95€",464,2023,Catalán,Fanbooks,https://www.abacus.coop/dw/image/v2/BDLM_PRD/on/demandware.static/-/Sites-AbacusMaster/default/dwc93dada7/images/large/1459786.07.jpg?sw=740
124,Culpa tuya (Culpables 2),"Ron, Mercedes","Descripción



DESCUBRE LA SAGA QUE HA INSPIRADO LA PELÍCULA #CulpaTuya Más romance, traición y misterio en Culpa tuya, segunda parte de «Culpa Mía», la saga romántica de Mercedes Ron protagonizada por un chico malo con un gran corazón y una chica buena con muchas agallas. Cuando Noah se enamoró de Nick sabía que su relación no iba a ser fácil: son polos opuestos, fuego y electricidad, y cuando están juntos saltan chispas... en todos los sentidos. Hasta ahora, la pasión ha sido más fuerte que el orgullo, pero la diferencia de edad, la universidad, las fiestas, sus padres y los fantasmas que acechan a los dos les ponen a prueba una y otra vez, como una bomba de relojería que amenaza con hacerles estallar.¿Está Noah realmente preparada para enfrentarse a sus miedos y volver a confiar en alguien? ¿Podrá Nicholas dejar atrás su pasado y abrir el corazón a una sola persona?

Ver más
Ver menos","18,00€","18,95€",448,2017,Español,Montena,https://www.abacus.coop/dw/image/v2/BDLM_PRD/on/demandware.static/-/Sites-AbacusMaster/default/dw1d9464fb/images/large/1198294.36.jpg?sw=740
125,Un faro en el fin del mundo,"Guix, Gerard","Descripción



 Dicen que la adolescencia es la edad de los descubrimientos y de la angustia. Max lo tiene clarísimo. Con catorce años acaba de ver cómo su vida da un giro inesperado: a su padre le han encargado la reforma de un faro en una isla remota y durante unos meses toda la familia se instalará allí.   Justo ahora que Max empezaba a tener amigos en el instituto -aunque una parte de la clase se había encargado de torturarle con un concepto hasta entonces desconocido, body shaming-, justo ahora que había empezado una relación especial con una chica -aunque todavía no le habían puesto nombre a lo que sentían el uno por la otra-, justo ahora debe dejarlo todo y empezar una nueva vida que nadie le ha consultado si quería.    Pero Max todavía no sabe que la adolescencia también es la edad del primer amor, el más intenso, el que marca para siempre. Y que, cuando hace falta, el amor mueve montañas, atraviesa continentes, océanos si es necesario, y encuentra a quien hay que encontrar.«Una novela tierna y costumbrista que nos cuenta el proceso de un enamoramiento.» Laia Falcón, directora de El Culturista

Ver más
Ver menos","16,10€","16,95€",288,2023,Español,Elastic Books,https://www.abacus.coop/dw/image/v2/BDLM_PRD/on/demandware.static/-/Sites-AbacusMaster/default/dw966b4138/images/large/1435926.95.jpg?sw=740
126,Éxtasis (Serie Crave 6),"Wolff, Tracy","Descripción



El gran desenlace de la Serie Crave. Ya forma parte de ti.Han pasado tres meses desde que mis amigos y yo derrotamos a Cyrus. Tres meses en los que mi mayor temor ha sido lo que vendrá después... Debería haber sabido que esto era demasiado bueno para durar, y ahora todo se está rompiendo en mil pedazos. No me queda otra opción que volver al Reino de las Sombras y enfrentarme a la terrible reina que casi acaba con todos nosotros. Debo hacer un pacto con ella para salvar a Mekhi, pero esta vez me llevaré a mis poderosos amigos conmigo, y también a Hudson, aunque siento que le pasa algo raro, nos está ocultando un secreto, incluso a mí. Lo único que sé es que nuestras vidas corren peligro, y todo es culpa mía porque aún le debo un favor a la Anciana... y claramente ha venido a buscarlo.

Ver más
Ver menos","18,90€","19,90€",768,2023,Español,Planeta,https://www.abacus.coop/dw/image/v2/BDLM_PRD/on/demandware.static/-/Sites-AbacusMaster/default/dw2249bba7/images/large/1460570.28.jpg?sw=740
127,Nick y Charlie,"Oseman, Alice","Descripción



Un paso más en la relación de Nick y Charlie.El amor sincero puede con todo. Todo el mundo sabe que Nick y Charlie son la pareja perfecta. Ahora que Nick se va a la universidad, la gente se pregunta si lograrán seguir con la relación. ¡Qué pregunta más tonta! Por supuesto que podrán. Pero, a medida que se vaya acercando la fecha, las dudas harán su aparición y los dos comenzarán a preguntarse si su amor es lo suficientemente fuerte como para sobrevivir a la distancia.

Ver más
Ver menos","15,15€","15,95€",208,2023,Español,Crossbooks,https://www.abacus.coop/dw/image/v2/BDLM_PRD/on/demandware.static/-/Sites-AbacusMaster/default/dw6d7819c0/images/large/1460589.36.jpg?sw=740
128,Trencar el cercle,"Hoover, Colleen","Descripción



Ha arribat el gran fenomen internacional. Arriba It Ends With Us. Colleen Hoover et trencarà el cor.La Lily no sempre ho ha tingut fàcil, però això no li ha impedit mai esforçar-se per aconseguir la vida que vol. I ho ha fet: es va graduar a la universitat, es va traslladar a Boston i va començar el seu propi negoci. I quan comença una relació preciosa amb un neurocirurgià anomenat Ryle Kincaid, la vida de la Lily sembla massa bonica per ser veritat. En Ryle és assertiu, tossut, potser fins i tot una mica arrogant. També és sensible, brillant i té una debilitat total per la Lily, i ella no pot treure-se'l del cap. Però hi ha una part d'ell que la inquieta: fins que no ha començat a sortir amb ella, no suportava la idea de tenir una relació amb ningú. Tot i que la Lily n'és l'excepció, es pregunta per què fins ara era així. Quan l'Atlas, el seu primer amor, reapareix inesperadament i en Ryle comença a mostrar la seva veritable cara, tot el que la Lily ha construït amb ell trontolla.   «Ningú escriu sobre sentiments com ho fa Colleen Hoover». Anna Todd

Ver más
Ver menos","17,95€","18,90€",384,2023,Catalán,Columna Edicions,https://www.abacus.coop/dw/image/v2/BDLM_PRD/on/demandware.static/-/Sites-AbacusMaster/default/dwe6471b74/images/large/1453145.31.jpg?sw=740
129,Bocabesada,"Val, Juan del","Descripción



Juan del Val lo ha vuelto hacer como siempre... pero mejor que nunca. Para alegría de sus innumerables lectores, Bocabesada es Juan del Val en estado puro, más puro que nunca. Por sus páginas aparecen un colaborador televisivo atractivo e inteligente (aunque sus características más importantes sean menos evidentes), autor de éxito en crisis y a la fuga, un matrimonio que ve que sobre sus más de cincuenta años compartidos se cierne la sombra del alzhéimer, una mujer joven, inteligente y capaz, aprisionada por el peso de sus errores, una actriz hecha a sí misma que mataría por el papel de su vida, aunque solo tuviera tres frases... Una auténtica constelación de personajes cuyo nexo de unión -aunque muchos de ellos ni alcancen a sospecharlo-, es una productora audiovisual en la que está a punto de producirse un giro de guion absolutamente inesperado. Tras el éxito de Delparaíso, Juan del Val se consolida como uno de los mejores autores de narrativa en español.  La crítica ha dicho de Delparaíso: «Una realidad con la que empatizar de inmediato, un tono cautivador y un estilo evolvente y fluido. Como una película que entretiene y absorbe». El Cultural «Tan incómoda como cautivadora». La Razón Los lectores han dicho de Delparaíso: «Juan vuelve a engancharnos desde la primera página, con historias normales que van entrelazándose y capturando tu atención de tal forma que no puedes dejar de leer y no quieres que acabe». Cristina «Sin poder parar de leer, la novela te engancha con personajes muy bien caracterizados, giros inesperados y un ritmo ágil que te demuestra que al final, el dinero no lo es todo. El autor, Juan del Val, me era desconocido. Ahora, es uno de mis favoritos». Sara «¡Totalmente enamorada de este libro y de su autor Juan del Val! Enganche absoluto desde el momento de sentarme y empezar a leer, con Candela me pasó lo mismo. Gracias Juan del Val por estos regalos que nos das en forma de libros». Cliente Amazon

Ver más
Ver menos","19,85€","20,90€",288,2023,Español,Espasa,https://www.abacus.coop/dw/image/v2/BDLM_PRD/on/demandware.static/-/Sites-AbacusMaster/default/dw1921688d/images/large/1456687.37.jpg?sw=740
130,Rigor mortis,"Soler, Tura","Descripción



El reconegut forense Narcís Bardalet reflexiona sobre la vida i la mort a partir de casos que han marcat la seva trajectòria. Al doctor Narcís Bardalet se'l coneix com el ''confident de la mort'' o ''l'home que parla amb els morts''. Entre els milers de casos de la seva carrera com a forense, ha fet l'autòpsia retrospectiva de Jesucrist, ha embalsamat Salvador Dalí i l'ha enterrat tres cops, i ha tingut sobre la taula d'autòpsies una suposada mòmia egípcia. La seva fama ha agafat tanta volada que hi ha qui exigeix a les seves últimes voluntats que, si el maten o mor d'accident, sigui en Bardalet qui li faci l'autòpsia. A més de forense és pediatre, un apassionat d'aquestes dues disciplines de la medecina que, sorprenentment, per a ell són molt semblants ja que exigeixen una gran capacitat d'observació: els infants, com els difunts, no parlen però donen molta informació si els saps entendre.De la mà de la periodista Tura Soler, gran especialista de la crònica de successos amb qui ha compartit molts casos i investigacions policials que han ocupat les portades dels diaris, Narcís Bardalet rememora una història personal i professional fascinant, de vegades tendra i d'altres estremidora. Per la seva feina extraordinària, hi ha qui l'ha batejat amb simpatia com el ''Grissom'' català, perquè la seva vida i les mil i una històriescolpidores en les quals ha estat protagonista semblen de pel·lícula, tot i que són ben reals. Amb Rigor mortis, que es llegeix com una novel·la, descobrirem amb la veu del doctor Narcís Bardalet la cara més humana de la mort i moltes lliçons de vida.

Ver más
Ver menos","18,90€","19,90€",184,2023,Catalán,La Campana,https://www.abacus.coop/dw/image/v2/BDLM_PRD/on/demandware.static/-/Sites-AbacusMaster/default/dwc628c9dc/images/large/1458283.74.jpg?sw=740
131,Personal i transferible,Raimon,"Descripción



Vivències i reflexions dels anys de plenitud d'un cantant compromès i un intel·lectual connectat al seu tempsAl llarg de la dècada dels vuitanta, el cantant Raimon va portar un dietari on prenia nota per fixar vivències intenses, reflexions, viatges, lectures, concerts, relacions d'amistat amb personatges com Vázquez Montalbán, Pasqual Maragall, Maria del Mar Bonet, Rafael Ribé, Espriu, Fuster, Manuel Vicent, entre altres. Són anys d'agitació política, però també de decepcions i de la crisi de la cançó. Són temps de viatges arreu del món, per bé que els escenaris habituals són Barcelona, València i Roma, la ciutat de la seva estimada Annalisa. Els apunts d'aquells anys, revisats i triats avui, generen un llibre d'un interès testimonial extraordinari, com la revelació d'un tresor guardat durant molts anys.

Ver más
Ver menos","19,85€","20,90€",400,2023,Catalán,Empúries,https://www.abacus.coop/dw/image/v2/BDLM_PRD/on/demandware.static/-/Sites-AbacusMaster/default/dw90150a4d/images/large/1459153.88.jpg?sw=740
