,title,author,description,actual_price,prev_price,pages,year,language,publisher,image
333,Mil latidos del corazón,"Cass, Kiera","Descripción



El amor tiene un sonido. Suena como mil latidos del corazón al mismo tiempo. Vuelve Kiera Cass, la autora best seller mundial de La Selección con una novela repleta de amor y sentimientos.La princesa Annika ha tenido una vida llena de comodidad, pero ninguna cantidad de lujos puede cambiar el hecho de que es incapaz de controlar su propia vida. El rey, una vez su amado padre, se ha vuelto frío, y Annika pronto se verá obligada a casarse con el hombre que no ama a cambo de privilegios políticos para su desalmado padre.A varios kilómetros de distancia, las pequeñas comodidades son pocas y distantes entre sí para Lennox. Ha dedicado su vida al ejército de Dahrainian, con la esperanza de algún día ayudarlos a recuperar el trono que les fue robado. Para Lennox, la idea del amor es simplemente una distracción: nada se interpondrá en el camino de luchar por su pueblo.Pero cuando el amor, contra viento y marea, los encuentra a ambos, quedan atados por su llamado. Es imposible que estén juntos, pero el irresistible sonido de mil latidos del corazón no les permitirá permanecer separados.Biblioteca Kiera CassSerie La Selección (La Selección, La Élite, La Elegida, La Heredera y La Corona)Historias de La Selección (La Reina, La Favorita, El Príncipe y El Guardián)Serie La Prometida (La Prometida y La Traicionada)La Sirena (novela independiente)

Ver más
Ver menos","18,00€","18,95€",352,2022,Español,Roca,https://www.abacus.coop/dw/image/v2/BDLM_PRD/on/demandware.static/-/Sites-AbacusMaster/default/dwfe952c1b/images/large/1417034.12.jpg?sw=740
334,La frantumaglia,"Ferrante, Elena","Descripción



Un volum en el qual es recullen, en forma de cartes o d'entrevistes, les fonts d'inspiració de l'Elena Ferrante i on s'explica què significa per a ella la feina d'escriure. «Saps quan et ronden pel cap les notes d'una peça, i després, quan et poses a cantar-la, la cançó és totalment diferent de la que t'obsessionava? O quan tens molt present el racó d'un carrer, però no saps on queda? Per donar un nom a aquests fragments faig servir una paraula que és de la meva mare: frantumaglia. Són bocins i trossos que venen de no se sap on i que fan soroll, fins i tot molesten», comentava Ferrante amb la seva editora, Sandra Ozzola, la primavera del 2015. La Frantumaglia són els trossos que habiten el laboratori d'Elena Ferrante des que va començar a escriure, a començament dels anys noranta, fins avui, quan la crítica i el públic ja aclamen aquesta figura com un clàssic contemporani. Llegir aquest llibre és com obrir els calaixos de la taula de Ferrante i fixar la mirada en el com i en el perquè Ferrante va escriure primer les tres novel·les de Cròniques del desamor i després l'esplèndida saga de Les dues amigues.

Ver más
Ver menos","23,65€","24,90€",400,2022,Catalán,La Campana,https://www.abacus.coop/dw/image/v2/BDLM_PRD/on/demandware.static/-/Sites-AbacusMaster/default/dwef3d1c88/images/large/1413626.92.jpg?sw=740
335,Nàufrags,"Bertrana, Aurora","Descripción



Una novel·la d'Aurora Bertrana escrita en francès que havia estat fins ara inèdita. Nàufrags recull la vida d'un seguit de personatges de la Ginebra bohèmia que Aurora Bertrana va conèixer durant el seus anys d'exili a Suïssa. Durant els primers temps d'allunyament, l'Aurora va haver de començar de zero. Separada del marit, en terra estranya i sola, va fer de traductora, de professora d'idiomes i fins de minyona. L#any 1941 va acceptar de treballar de majordoma a casa d#una aristòcrata russa que col·laborava amb la Creu Roja Internacional, de la qual s#aprofitaven uns quants desvagats que anaven a la casa per compartir el dinar que Tomaixevska deixava a Aurora com a paga. D'aquesta situació pintoresca i d'altres vivències, Aurora Bertrana en deixa constància a la novel·la fins ara inèdita.

Ver más
Ver menos","18,90€","19,90€",256,2022,Catalán,La Magrana,https://www.abacus.coop/dw/image/v2/BDLM_PRD/on/demandware.static/-/Sites-AbacusMaster/default/dwc1e59cfe/images/large/1413647.47.jpg?sw=740
336,Kennedyana,"Pagès Jordà, Vicenç","Descripción



Les vicissituds de la família Kennedy són el millor guió imaginable. Arriben als Estats Units fugint de la fam a Irlanda i en quatre generacions arriben a la presidència del país. De sobte, JFK és assassinat a trets. Som en una superproducció que recull els temes de fons que ens fascinen des de la guerra de Troia: l’amor i la mort, la bellesa i la violència, el poder i la pàtria. La protagonitzen assassins obscurs, hereves calculadores, generals ambiciosos, mercenaris cubans, milionaris grecs, espies soviètics, mafiosos i cantants. Se succeeixen els magnicidis i els accidents d’avió, els adulteris i les amenaces de guerra, les conspiracions i les fatalitats. Les seqüeles no es resolen, sinó que es multipliquen en subtrames plenes de tombarelles argumentals.Vicenç Pagès Jordà ens guia en unes vides que superen qualsevol ficció, i que instauren nous paradigmes en novel·les, sèries i pel·lícules.

Ver más
Ver menos","19,95€","21,00€",232,2022,Catalán,Folch & Folch,https://www.abacus.coop/dw/image/v2/BDLM_PRD/on/demandware.static/-/Sites-AbacusMaster/default/dw872614a3/images/large/1422886.61.jpg?sw=740
337,Kennedyana,"Pagès Jordà, Vicenç","Descripción



Las vicisitudes de la familia Kennedy son el mejor guion imaginable. Llegan a Estados Unidos huyendo del hambre en Irlanda y en cuatro generaciones alcanzan la presidencia del país. De repente, JFK es asesinado a tiros. Estamos en una superproducción que reúne los temas de fondo que nos fascinan desde la guerra de Troya: el amor y la muerte, la belleza y la violencia, el poder y la patria. La protagonizan asesinos oscuros, herederas calculadoras, generales ambiciosos, mercenarios cubanos, millonarios griegos, espías soviéticos, mafiosos y cantantes. Se suceden los magnicidios y los accidentes de avión, los adulterios y las amenazas de guerra, las conspiraciones y las fatalidades. Las secuelas no se resuelven, sino que se multiplican en subtramas que abundan en giros argumentales.Así se evita repetir «llegar».

Ver más
Ver menos","19,95€","21,00€",240,2022,Español,Folch & Folch,https://www.abacus.coop/dw/image/v2/BDLM_PRD/on/demandware.static/-/Sites-AbacusMaster/default/dwfcad338d/images/large/1422888.67.jpg?sw=740
338,La hija ejemplar,"Axat, Federico","Descripción



«Uno de los mejores escritores de thriller.» Javier Castillo, escritor ''Ahora sé que la maldad se esconde donde menos lo esperas, y que los sitios donde te creías más segura pueden resultar los más peligrosos.''  Esto es lo último que escribió Sophia en su diario, casi un año atrás. Desde entonces nadie sabe nada de ella, aunque las pruebas apuntan a que se quitó la vida arrojándose de un puente y que el hecho está relacionado con un vídeo escabroso que se viralizó en el instituto. Sus padres se niegan a creerlo. Su hija no es la clase de persona que haría algo así. Cuando meses después el chico que lo grabó aparece muerto de un martillazo en la cabeza, hay quienes se atreven a pensar que quizá Sophia está viva y que su desaparición forma parte de un plan que ella misma ha puesto en marcha. Camila Jones, una celebridad del periodismo de investigación temporalmente retirada, recibe la inesperada visita de un periodista local que quiere que se involucre en el caso. Ella no tiene ninguna intención de acceder, pero la revelación de que Sophia está ligada a un hecho de su pasado que nadie conoce la lleva a aceptar la propuesta y a buscar la verdad a cualquier precio. La hija ejemplar es la nueva y sorprendente novela de Federico Axat, el maestro del thriller psicológico, que explora los vínculos familiares y cómo las expectativas de los padres hacia sus hijos pueden convertirse en un oscuro mecanismo de manipulación.

Ver más
Ver menos","18,52€","19,50€",528,2022,Español,Destino,https://www.abacus.coop/dw/image/v2/BDLM_PRD/on/demandware.static/-/Sites-AbacusMaster/default/dwe00e305f/images/large/1417966.08.jpg?sw=740
339,Pájaro de aire y fuego,"Rahola, Pilar","Descripción



Barcelona, años cincuenta. Nina tiene diecinueve años y acaba de descubrir las cartas de su abuela Merceneta, huida en los años cuarenta. A partir de esta lectura, la joven inicia un proceso de transformación personal que la llevará a descubrir su sexualidad y al compromiso político en la clandestinidad. En el país, el régimen de consolida, Franco inaugura el Valle de los Caídos, la comisaría de Via Laietana está llena de presos torturados y por las montañas de Cataluña Facerias y Quico Sabaté mantienen su lucha contra el fascismo. La revolución y la represión, el miedo y el coraje, la opresión y la libertad.

Ver más
Ver menos","20,80€","21,90€",360,2022,Español,Destino,https://www.abacus.coop/dw/image/v2/BDLM_PRD/on/demandware.static/-/Sites-AbacusMaster/default/dwe787e02a/images/large/1417955.50.jpg?sw=740
340,M'hi nego,"Petterson, Per","Descripción



Tots dos van criar-se al mateix poble: en Jim, educat i covat per una mare piadosa, en Tommy, abandonat per la seva i sotmès a un pare violent, obligat a treballar de molt jove en una serraria. I tanmateix és en Tommy qui ha fet carrera en les finances, mentre que en Jim fa la viu-viu i se li ha acabat l atur. Trenta anys després es retroben en un pont on en Jim ha anat a pescar.

Ver más
Ver menos","20,85€","21,95€",288,2022,Catalán,Club Editor,https://www.abacus.coop/dw/image/v2/BDLM_PRD/on/demandware.static/-/Sites-AbacusMaster/default/dw0f3624a0/images/large/1419150.58.jpg?sw=740
341,Estaba preparado para todo menos para ti,"Espinosa, Albert","Descripción



Lo importante en esta vida no lo enseñan, pero cuando lo aprendes, no lo olvidas. Siempre he creído que las palabras son necesarias para sanarte. En este libro he intentado depositar toda mi experiencia y lo que he aprendido de mucha gente que ha decidido contarme su sabiduría: los secretos y la energía que se desprende de los amarillos con los que he coincidido en mi vida. Quisiera que este libro fuera un botiquín de soplos energéticos para muchos males y, sobre todo, para el alma. Lo he escrito con la esperanza de que alguno de estos soplos os active la ilusión, os aleje de ese problema que ahora tenéis y os devuelva a la senda de la alegría si os encontráis en ese duro instante vital. También tengo claro que quiero que este libro esté ilustrado, tenga bellos dibujos que os lleven de un soplo a otro. Soplad y disfrutad. Albert Espinosa

Ver más
Ver menos","18,90€","19,90€",272,2021,Español,Grijalbo,https://www.abacus.coop/dw/image/v2/BDLM_PRD/on/demandware.static/-/Sites-AbacusMaster/default/dw53eb678e/images/large/1376728.27.jpg?sw=740
342,Nicolau,"VECIANA RIBES, ANTONI","Descripción



A en Nicolau, la terra ferma només li ha ofert menyspreu. En canvi, quan neda mar endins sent que la solitud i la llibertat són la mateixa cosa. Tant necessita la mar, que el seu cos es transmuta. Ja no és un noi, tampoc es pot dir que sigui un peix.

Ver más
Ver menos","17,00€","17,90€",160,2022,Catalán,La segona Perifèria,https://www.abacus.coop/dw/image/v2/BDLM_PRD/on/demandware.static/-/Sites-AbacusMaster/default/dw0d4108c1/images/large/1400605.44.jpg?sw=740
343,Noia troba noi,"Smith, Ali","Descripción



L'Imogen i l'Anthea, dues germanes, treballen juntes a Pure, una agència creativa. L'Anthea s'enamora d'una artista de la protesta que respon al nom d'Ifisol, les pintades gegantines de la qual -distribuïdes per tota la ciutat i carregades d'insults a Pure- s'han convertit en el flagell de l'empresa. Quan l'Anthea i l'Ifisol es troben, l'atracció és inevitable. Ali Smith, referent indiscutible de les lletres britàniques, ens presenta un relat divertit i fresc, poètic i polític, d'amor i de transformació... I també sobre l'absurditat del consumisme. Una història de revelacions tan agudament enginyosa com lírica que actualitza el mite clàssic de la metamorfosi d'Ifis.

Ver más
Ver menos","18,95€","19,95€",,2022,Catalán,Rayo Verde,https://www.abacus.coop/dw/image/v2/BDLM_PRD/on/demandware.static/-/Sites-AbacusMaster/default/dw09fe7525/images/large/1399555.86.jpg?sw=740
344,Idaho,"Ruskovich, Emily","Descripción



COMPARADA CON ALICE MUNRO Y MAGGIE O#FARRELL, UN DESCUBRIMIENTO QUE ENTRA POR LA PUERTA GRANDE DE LAS LETRAS INTERNACIONALES Ganadora del Dublin Literary Award 2019 «Que un acto de tal brutalidad inspire una narración tan hermosa como esta es razón suficiente para que este debut literario destaque entre la multitud».The Independent «¿A quién pertenecen nuestros recuerdos? ¿Podemos convertirnos en los guardianes de la memoria de aquellos condenados a olvidar? Estas son las vertiginosas preguntas que Idaho plantea».Leïla Slimani Año 1995. En un caluroso día de agosto, una familia viaja en camioneta hasta un claro en el bosque para recoger leña. La madre, Jenny, es la encargada de cortar las ramas pequeñas. Wade, el padre, las amontona. Mientras, sus dos hijas, de nueve y seis años, beben limonada, juegan y cantan canciones. De repente, ocurre algo terrible que dispersará a la familia en todas direcciones. Nueve años después, Ann, la segunda esposa de Wade, se encuentra sentada en la misma camioneta. No puede dejar de imaginarse el terrible suceso, tratando de entender por qué ocurrió, y decide emprender una búsqueda urgente para hallar la verdad y así recuperar los detalles del pasado de Wade, que desde hace un tiempo muestra signos de demencia. Novela de prosa exquisita y contada desde distintos puntos de vista, Idaho es un impresionante debut sobre el poder que la redención y el amor nos otorgan a la hora de convivir con lo incomprensible. La crítica ha dicho:«Una bomba literaria. Todo el mundo debería leerlo».France Inter «Un debut impresionante que presagia cosas buenas, incluso grandiosas».The Washington Post «Nos hallamos ante unas manos magistrales [...] Idaho les recordará a muchos la novela Housekeeping de Marilynne Robinson [...] desgarradora y hermosa».New York Times Book Review «Que un acto de tal brutalidad inspire una narración tan hermosa como esta es razón suficiente para que este debut literario destaque entre la multitud».The Independent «Ruskovich no tiene miedo de abordar la complicada ambigüedad de la vida real, ni la dificultad de conocer verdaderamente a otra persona, y nos ofrece sus revelaciones con seguridad y habilidad».Kate Saunders, The Times «La escritura de Ruskovich está bien desarrollada y es muy poética, sobre todo cuando evoca la naturaleza y el clima en los bosques, y el contraste que estos generan con la vida claustrofóbica de Jenny en prisión resulta muy efectivo. Una lectura triste, envolvente».Fanny Blake, Daily Mail

Ver más
Ver menos","20,80€","21,90€",352,2022,Español,Literatura Random Ho,https://www.abacus.coop/dw/image/v2/BDLM_PRD/on/demandware.static/-/Sites-AbacusMaster/default/dw7c0e6aea/images/large/1411340.65.jpg?sw=740
345,La llama de Focea,"Silva, Lorenzo","Descripción



Queralt Bonmatí, una joven barcelonesa de familia pudiente, aparece asesinada en un paraje idílico del Camino de Santiago. Había salido tres semanas antes de Roncesvalles, donde tuvo un incidente con un desconocido, pero esta es sólo una de las pistas que no ayudan a una resolución rápida. El subteniente Bevilacqua recibe del máximo jefe del cuerpo, el teniente general Pereira, el encargo de ocuparse de la investigación, dado el perfi l del padre de la víctima, Ferran Bonmatí, un expolítico y empresario vinculado al independentismo catalán que a su vez está en el radar de la justicia por sus oscuras actividades en apoyo del desafío al Estado. El caso llevará a Bevilacqua desde Lugo hasta Barcelona, la ciudad a la que llegó en los días del sueño olímpico, donde vivió acontecimientos que removerán su corazón y su memoria y que en el otoño de 2019 verá incendiarse con la llama de una rabia que viene de lejos. Una llama a la que no era ajena la víctima, una veinteañera díscola que, tras revolverse contra los suyos, hacía el Camino para encontrar su propio lugar. 

Ver más
Ver menos","20,80€","21,90€",552,2022,Español,Destino,https://www.abacus.coop/dw/image/v2/BDLM_PRD/on/demandware.static/-/Sites-AbacusMaster/default/dw9ea754fd/images/large/1408489.56.jpg?sw=740
346,Las herederas,"de la Cruz, Aixa","Descripción



La gran novela de una autora con la voz de miles Por la autora de Cambiar de idea, Premio Librotea y Premio Euskadi 2020. «Parece que un suicidio en la familia constata lo que siempre se sospecha, que la locura corre en los genes, que estamos bíblicamente perdidas». Hace seis meses que la abuela Carmen se abrió las venas en la bañera, y nadie ha sabido aún por qué. Ahora, sus cuatro nietas vuelven a la casa del pueblo en la que murió y que han heredado. Lis se está recuperando de una crisis que sufrió allí mismo y solo quiere vender la casa y pasar página. Su hermana Erica sueña con organizar retiros espirituales y paseos botánicos. Olivia, prima de Erica y Lis y la mayor de las nietas, es cardióloga y busca en cada cajón alguna pista que ayude a explicar el final de la abuela. Por su parte, Nora, la hermana desastre, se plantea dejar que su camello utilice la casa como almacén para su mercancía. Cuatro mujeres jóvenes y un legado común por descifrar: ¿una casa o una maldición que corre en los genes? «Una gran narradora que además es una gran pensadora».Javier Rodríguez Marcos, El País Sobre Cambiar de idea:«Cambiar de idea es la obra de una gran narradora que además es una gran pensadora. En tiempos en los que el lector siempre tiene razón, Aixa de la Cruz nos saca de nuestras casillas porque ella misma lleva tiempo fuera. Su libro es la mejor demostración de que no hace falta estar de acuerdo con la teoría para estarlo con la práctica.»Javier Rodríguez Marcos, El País «Un brillante ensayo feminista para el perdón de los pecados o una oración millennial que nos invita a celebrar la vida como conflicto y como cambio.»Begoña Méndez, El Cultural «Un libro lúcido, lleno de fuerza y rabia, doloroso en su sinceridad.»Laura Freixas, La Vanguardia «El diálogo metaliterario es, de por sí, formalmente fascinante.»Adrián Véitez, Zenda «Un recorrido personal de distintas situaciones vitales para terminar hablando de cómo el feminismo ha llegado a influir en los últimos años.»Europa Press «Una de las voces que más va a dar que hablar.»Rosa Martí, Esquire «Un ensayo memorístico que escuece como la sal en una herida mal cerrada.»Mónica Zas Marcos, elDiario «Funciona todo, brilla, te lleva hasta el final como un tren en marcha que no se para.»Elizabeth Duval «De lo mejor que he leído de feminismo en primera persona. Quizás exagero, pero yo creo que está al nivel de Teoría King Kong.»Ernesto Castro

Ver más
Ver menos","18,90€","19,90€",328,2022,Español,Alfaguara,https://www.abacus.coop/dw/image/v2/BDLM_PRD/on/demandware.static/-/Sites-AbacusMaster/default/dw9c94e079/images/large/1412081.60.jpg?sw=740
347,Verdades a la cara,"Iglesias, Pablo","Descripción



Pablo Iglesias Turrión (Madrid, 17 de octubre de 1978) ha sido una de las figuras clave de la política española de este siglo. Doctor en Ciencias Políticas por la Universidad Complutense de Madrid, donde también trabajó como profesor titular interino, fue uno de los fundadores de Podemos en 2014, del que fue secretario general hasta el 5 de mayo de 2021. Posteriormente ha sido diputado en el Congreso durante la XI, XII, XIII y XIV legislaturas. Finalmente, fue vicepresidente segundo y ministro de Derechos Sociales y Agenda 2030 del Gobierno de España entre 2020 y 2021. Dimitió de sus cargos para ser candidato a presidir la Comunidad de Madrid y en el mismo día de las elecciones anunció que abandonaba la primera línea política. Actualmente colabora en varios medios de comunicación, y es el creador e impulsor del podcast ''La Base'', que se emite a diario.

Ver más
Ver menos","19,95€","21,00€",320,2022,Español,Navona,https://www.abacus.coop/dw/image/v2/BDLM_PRD/on/demandware.static/-/Sites-AbacusMaster/default/dw802d981e/images/large/1395829.61.jpg?sw=740
348,Danza de las sombras,"Munro, Alice","Descripción



ALICE MUNRO INÉDITA El aclamado primer libro de relatos de la Nobel de Literatura, ganador del Governor General#s Award La magia de Alice Munro, que han invocado tantos escritores y críticos literarios, con la que ha llenado de luz las vidas, los sentimientos y los diálogos más cotidianos, y que ha hecho de ella la mejor cuentista de la literatura contemporánea, ganadora del Nobel y del Booker, ya estaba totalmente afianzada en el primero de sus catorce libros de relatos: Danza de las sombras. Quince historias #algunas de marcado carácter autobiográfico# que revelan los múltiples matices de la naturaleza humana: una joven descubre cuánto ignora sobre su padre cuando lo acompaña a hacer su ruta de reparto como vendedor de la Walker Brothers, una mujer casada regresa a casa tras la muerte de su madre e intenta compensar a su hermana por el tiempo que ha pasado cuidando de aquella, el público de un recital de piano infantil recibe una lección sorprendente cuando una estudiante «singular» transmite una emoción inesperada al interpretar una pieza. Un libro clave en la obra de Munro, inédito hasta hoy en castellano, que obtuvo el Governor General#s Award y la consagró como la gran narradora que estaba destinada a ser. La crítica ha dicho:«La mejor escritora de cuentos viva».A. S. Byatt, The Sunday Times «De los pocos escritores (algunos vivos, la mayoría muertos) que tengo en mente cuando digo que la ficción es mi religión».Jonathan Franzen «Me habría gustado escribir cualquier cuento de Alice Munro. Me parece una maestra».Elvira Lindo, La 2TV «¿Cómo lo hará Alice Munro? Lo que consigue parece magia».Sara Mesa, El País «Es extraordinaria, admirable. De primerísima fila».Javier Marías, El Mundo «Su trabajo ya era revolucionario cuando lo descubrí, y sigue siéndolo ahora».Jhumpa Lahiri «Disección es la palabra que mejor describe la obra de Munro. ¿Cómo deberíamos llamar si no a la combinación de escrutinio obsesivo, exhumación arqueológica, recuerdo preciso y detallado, y obsesión por el reverso más sórdido, miserable y vengativo de la naturaleza humana, la confesión de secretos eróticos, la nostalgia por la tristeza desaparecida y el regocijo por la plenitud y la variedad de la vida?».Margaret Atwood, The New Yorker «Una escritora maravillosa».Joyce Carol Oates «Sus relatos tienen la misma densidad y alcance de la novela. He tratado alguna vez de descubrir cómo lo hace, pero no lo he conseguido, y me alegro de ese fracaso porque nadie puede ni debe escribir como la magnífica Alice Munro».Julian Barnes, The New Yorker «Si los relatos tratan de la vida, y las novelas del mundo, los espaciosos relatos de Munro hablan un poco de los dos: el destino, el tiempo y el amor son los temas que más le interesan».Lorrie Moore, The New Yorker «Alice Munro ha sido comparada con Chéjov, John Updike añadió a Tolstoi, y A. S. Byatt a Guy de Maupassant y Flaubert. Munro es considerada como la mejor escritora viva de cuentos en inglés».Aida Edemariam, The Guardian «Espléndida creadora de personajes y magnífica descriptora de ambientes, sobre todo rurales, la escritora canadiense firma otro espléndido libro. [...] Comprobamos que su maestría excepcional se remonta ya a sus inicios literarios».Carlos Bravo Suárez, Diario del Alto Aragón «El poder de análisis, de sensaciones y pensamientos de Munro es casi proustiano».New Statesman «Munro tiene un talento excepcional para narrar situaciones y sentimientos no muy intensos, que se extienden en el tiempo y además son desdramatizados por la narración retrospectiva, pero conmueven y atrapan».Patricio Pron, Babelia

Ver más
Ver menos","19,85€","20,90€",304,2022,Español,Lumen,https://www.abacus.coop/dw/image/v2/BDLM_PRD/on/demandware.static/-/Sites-AbacusMaster/default/dwba685c5c/images/large/1396936.24.jpg?sw=740
349,El Fuego,"Rubin, David","Descripción



Un inmenso asteroide se aproxima a la Tierra en trayectoria de colisión. Alexander Yorba, un afamado arquitecto de mediana edad, es el encargado de idear y levantar con urgencia una colonia lunar para asegurar la pervivencia de la humanidad ante el inevitable desastre. Inmerso en dicha construcción, se le diagnostica un tumor cerebral en fase terminal, apenas le restan de vida los mismos meses que faltan para que el asteroide colisione con nuestro planeta. Este dramático hecho hará que se replantee su propia naturaleza profesional y personal, lo que le lleva a renunciar a sus labores en la colonia para reunirse con su familia, con la que apenas tenía contacto. Una decisión que desencadenará una serie de fatídicos acontecimientos que dañarán el crédito profesional y la vida familiar de Alexander, condenándolo a vagar en una dramática, visceral y reveladora odisea por diferentes lugares del mundo, una desesperada carrera hacia el fin de los tiempos, contra la muerte, la locura y su propia y atormentada conciencia.

Ver más
Ver menos","33,25€","35,00€",256,2023,Español,Astiberri,https://www.abacus.coop/dw/image/v2/BDLM_PRD/on/demandware.static/-/Sites-AbacusMaster/default/dw4299494a/images/large/1425180.79.jpg?sw=740
350,Mujercitas. Parte I,"Alcott, Louisa May","Descripción



Durante la guerra de Secesión, la familia March vive austeramente con la inquietud de tener a su padre en el frente. Meg, Jo, Beth y Amy, cuatro hermanas con personalidades e intereses muy diversos, lucharán por encontrar su lugar en el mundo enfrentándose a su realidad y a sus deseos, a sus virtudes y a sus defectos. Y mientras construyen su identidad, vivirán aventuras y desventuras junto a su querido vecino, el joven Laurie. El texto íntegro del clásico de Louisa May Alcott, ilustrado magníficamente por Antonio Lorente.

Ver más
Ver menos","34,67€","36,50€",296,2022,Español,Edelvives,https://www.abacus.coop/dw/image/v2/BDLM_PRD/on/demandware.static/-/Sites-AbacusMaster/default/dw4c4cf835/images/large/1412328.64.jpg?sw=740
351,Les hores incertes,"Torra, Quim","Descripción



El MHP Quim Torra i Pla publica <

Ver más
Ver menos","23,75€","25,00€",312,2022,Catalán,Símbol,https://www.abacus.coop/dw/image/v2/BDLM_PRD/on/demandware.static/-/Sites-AbacusMaster/default/dw1d666ef8/images/large/1395352.71.jpg?sw=740
352,Removidas,"Tirado, Míriam","Descripción



. Autora de RABIETAS, bestseller en 2020. . 75000 seguidores en Instagram. . Temática muy actual: los efectos psicológicos de los confinamientos. Con esa voz fresca y consciente que es su seña de identidad, Míriam Tirado ha creado un entramado de historias centrada en los sentimientos que han aflorado en un momento de gran intensidad personal, social y global: miedo, resignación, confusión, alivio, tristeza, esperanza. Son relatos cotidianos de personas muy parecidas a ti que se impacientan, se frustran y dudan, pero también aprenden a mirar la vida desde la conciencia, a confiar y a fluir con el presente. Un libro para sentir, para dar la bienvenida a las emociones que te pueda provocar este libro y lo que suceda en tu día a día. Porque la vida sigue imparable y, sean cuales sean las circunstancias, podemos abordarla desde la conexión, la plenitud y la conciencia.

Ver más
Ver menos","13,30€","14,00€",288,2021,Español,Urano,https://www.abacus.coop/dw/image/v2/BDLM_PRD/on/demandware.static/-/Sites-AbacusMaster/default/dw2dbc4a4f/images/large/1358280.51.jpg?sw=740
353,"Futuro, ¿qué futuro?","Niño Becerra, Santiago","Descripción



¿Cuál es el futuro económico y social que nos aguarda el día en que la covid-19 solo sea un recuerdo? ¿Qué pueden esperar los pensionistas, los empresarios, los jóvenes y los niños? ¿Cuáles son las claves para sobrevivir más allá de la pandemia? A estas preguntas acuciantes responde el nuevo libro del autor de El crash del 2010, una obra que le hizo instantáneamente popular por sus aciertos y su gran capacidad divulgativa y comunicativa. Santiago Niño-Becerra fue uno de los primeros economistas mundiales que alertó de que se avecinaba una crisis de características sistémicas comparables al crash de 1929. Ahora en Futuro, ¿qué futuro? hace un ejercicio comparable de predicción a largo plazo. Basándose en los mejores estudios de proyección de la OCDE y otros think tanks prestigiosos, Niño-Becerra se atreve a extraer conclusiones. Nos aguardan cambios muy notables, muy graves para la ciudadanía. La economía mundial y la vida de las empresas y los trabajadores estarán determinadas por los avances tecnológicos que puedan reemplazar a las personas y por el crecimiento desmesurado de los oligopolios. Esto traerá consecuencias impensables: el final de la idea de que un trabajo es para toda la vida y el hecho de que las grandes corporaciones no solo generarán más PIB, sino que también tendrán más poder que muchos Estados y absorberán incluso sectores como el de la banca al convertirse ellas mismas en operadores financieros globales. Este libro es un aviso serio. Y su lectura, una necesidad.

Ver más
Ver menos","18,90€","19,90€",416,2022,Español,Ariel,https://www.abacus.coop/dw/image/v2/BDLM_PRD/on/demandware.static/-/Sites-AbacusMaster/default/dw1c86d769/images/large/1386720.04.jpg?sw=740
354,Cinco inviernos,"Merino, Olga","Descripción



Un imperio en quiebra, una escritora en formación:Olga Merino relata sus años rusos en el trigésimo aniversario de la disolución de la Unión Soviética. «Una pluma tan descarnada como un lienzo de Bacon.»Rafael Narbona «No quería perder ni una migaja ni que el recuerdo distorsionara la experiencia de Moscú. Tenía entonces veintiocho años recién cumplidos, una edad en la que, como escribió Vila-Matas, #yo estaba tan disponible ante la vida que cualquier disparate se podía infiltrar en ella y cambiármela#». En diciembre de 1992, poco después del derrumbe de la Unión Soviética (del que se han cumplido treinta años en 2021), Olga Merino preparaba las maletas para instalarse en Moscú como corresponsal. En la capital rusa Merino vivió cinco inviernos, en la vorágine de un cambio de época que marcó también un antes y un después en su vida personal. Este diario íntimo de una joven que, inmersa en la cultura rusa, persigue el sueño de ser escritora, el prestigio profesional como periodista y el amor pleno y sublime queda anotado en el momento presente, poniendo en contraste de forma magistral la voz de hoy con la de aquella muchacha idealista. Sobre La forastera «Un apasionante viaje a los orígenes y los secretos del pasado. De lo mejor que he leído en mucho tiempo. Lo leí muy despacio, como si no quisiera que acabara nunca.»Cristina Fernández Cubas, ABCultural «Una escritura personal y exenta de lagrimeo y demagogia, exigencia, entre otras, con la que hay que contar si se quiere, como la autora, tener un mundo propio.»J. Ernesto Ayala-Dip, El País «Una arisca historia de pueblo sin adjetivos con una profundidad de armario que la vuelve literariamente exuberante.»Berna González Harbour, El País «Puedo asegurar que está escrito poniendo toda la carne en el asador, con una rabia y una rebeldía muy auténticas y un conocimiento directo del medio en el que transcurre la historia. [...] Lean el libro.»Carme Riera, La Vanguardia «Un superventas silencioso. [...] Un libro de esos que no hacen mucho ruido, pero que se abren camino y, cuando llegan, rasgan y permanecen.»Verónica García-Peña, El Comercio «Olga Merino llega para mostrarnos que la depredadora devastación humana ya no es sólo externa, sino que si algo hace es sacudir los cimientos de nuestro interior, de nuestra esencia como seres vivos.»El Mundo «Una novela tan dura y esencial como el terreno agreste en el que hunde sus raíces.»Elena Hevia, El Periódico de Cataluña «Parte western, parte thriller, en estos tiempos de confinamiento esta historia es un elogio a la soledad, a estar con uno a pesar de estar rodeados de gente.»Marta García, La Hora Extra (Cadena Ser)

Ver más
Ver menos","17,95€","18,90€",264,2022,Español,Alfaguara,https://www.abacus.coop/dw/image/v2/BDLM_PRD/on/demandware.static/-/Sites-AbacusMaster/default/dw79273f01/images/large/1381253.16.jpg?sw=740
